PLAYER_ID,FIRST_NAME,LAST_NAME,NATIONALITY,DOB,TEAM_ID,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,FOOT
ply596,Andreas,Kornmayer,Germany,21/09/1974,18,,Fitness,,,
ply597,Conall,Murtagh,Northern Ireland,29/06/1985,18,,Fitness,183,75,R
ply598,David,Rydings,England,,18,,Rehab,,,
ply599,Andreas,Schlumberger,Germany,23/07/1966,18,,Rehab,,,
ply600,Mark,Hulse,England,06/09/1971,18,,Physical,,,
ply601,Thomas,Grønnemark,England,12/12/1975,18,,Individual,,,
ply602,Angel,Vales,Spain,01/02/1967,18,,Technique,,,
ply603,Vitor,Matos,England,,18,,Special,,,
ply604,James,French,England,,18,,Game,,,
ply605,Greg,Mathieson,England,,18,,Game,,,
ply606,Daniel,Spearritt,England,,18,,Game,,,
ply607,Viktor,Andersson,Sweden,30/03/2004,19,39,Goalkeeper,186,76,
ply608,Johan,Dahlin,Sweden,08/09/1986,19,27,Goalkeeper,192,94,R
ply609,Ismael,Diawara,Mali,11/11/1994,,,Goalkeeper,194,97,R
ply610,Melker,Ellborg,Sweden,22/05/2003,,1,Goalkeeper,191,84,
ply611,André Alvarez,Perez,Sweden,23/03/2005,19,42,Defender,,,
ply612,Felix,Beijmo,Sweden,31/01/1998,19,14,Defender,186,82,R
ply613,Matěj,Chaluš,Czech Republic,02/02/1998,19,23,Defender,190,89,R
ply614,Dennis,Hadžikadunić,Bosnia-Herzegovina,09/07/1998,19,21,Defender,186,81,R
ply615,Jonas,Knudsen,Denmark,16/09/1992,19,3,Defender,187,72,L
ply616,Niklas,Moisander,Finland,29/09/1985,19,4,Defender,183,77,L
ply617,Lasse,Nielsen,Denmark,08/01/1988,19,24,Defender,185,82,R
ply618,Martin,Olsson,Sweden,17/05/1988,19,13,Defender,180,78,L
ply619,Raymond,Adjei,Sweden,10/02/2004,19,44,Midfielder,,,
ply620,Jo Inge,Berget,Norway,11/09/1990,19,32,Midfielder,186,81,R
ply621,Anders,Christiansen,Denmark,08/06/1990,19,10,Midfielder,175,68,R
ply622,Romain,Gall,USA,31/01/1995,,,Midfielder,176,72,
ply623,Hugo,Larsson,Sweden,27/06/2004,19,31,Midfielder,187,63,
ply624,Oscar,Lewicki,Sweden,14/07/1992,19,6,Midfielder,170,67,
ply625,Emmanuel,Lomotey,Ghana,19/12/1997,19,40,Midfielder,190,79,R
ply626,Sergio,Peña,Peru,28/09/1995,19,8,Midfielder,178,70,R
ply627,Erdal,Rakip,North Macedonia,13/02/1996,19,7,Midfielder,178,71,R
ply628,Søren,Rieks,Denmark,07/04/1987,19,5,Midfielder,185,76,
ply629,Patriot,Sejdiu,Kosovo,05/05/2000,19,36,Midfielder,182,,L
ply630,Mahamé,Siby,France,07/07/1996,19,25,Midfielder,191,84,R
ply631,Moustafa,Zeidan,Sweden,07/06/1998,19,20,Midfielder,174,72,L
ply632,Mohamed,Buya,Sierra Leone,10/01/1995,19,33,Forward,180,72,
ply633,Joseph,Ceesay,Sweden,03/06/1998,19,15,Forward,178,69,R
ply634,Mamadou,Diagne,Sweden,14/09/2003,19,41,Forward,,,
ply635,Isaac Kiese,Thelin,Sweden,24/06/1992,19,9,Forward,189,83,R
ply636,Adi,Nalić,Bosnia-Herzegovina,01/12/1997,19,22,Forward,190,83,
ply637,Ola,Toivonen,Sweden,03/07/1986,,,Forward,192,78,R
ply638,Jonnie,Fedel,Sweden,22/11/1966,19,,Goalkeeping,184,89,
ply639,Scott,Carson,England,03/09/1985,20,33,Goalkeeper,188,86,R
ply640,,Ederson,Brazil,17/08/1993,20,31,Goalkeeper,188,86,L
ply641,Stefan,Ortega,Germany,06/11/1992,20,18,Goalkeeper,185,88,R
ply642,Manuel,Akanji,Switzerland,19/07/1995,20,25,Defender,187,91,R
ply643,Nathan,Aké,Netherlands,18/02/1995,20,6,Defender,180,75,L
ply644,João,Cancelo,Portugal,27/05/1994,20,7,Defender,182,74,R
ply645,Aymeric,Laporte,Spain,27/05/1994,20,14,Defender,190,87,L
ply646,Rico,Lewis,England,21/11/2004,,,Defender,,,R
ply647,Benjamin,Mendy,France,17/07/1994,20,22,Defender,185,85,L
ply648,Rúben,Dias,Portugal,14/05/1997,20,3,Defender,187,82,R
ply649,John,Stones,England,28/05/1994,20,5,Defender,188,70,R
ply650,Kyle,Walker,England,28/05/1990,20,2,Defender,183,83,R
ply651,Josh,Wilson-Esbrand,England,26/12/2002,20,97,Defender,176,63,L
ply652,Bernardo,Silva,Portugal,10/08/1994,20,20,Midfielder,173,64,L
ply653,Kevin De,Bruyne,Belgium,28/06/1991,20,17,Midfielder,181,70,R
ply654,Phil,Foden,England,28/05/2000,20,47,Midfielder,171,70,L
ply655,Jack,Grealish,England,10/09/1995,20,10,Midfielder,175,68,R
ply656,İlkay,Gündoğan,Germany,24/10/1990,20,8,Midfielder,180,79,R
ply657,Cole,Palmer,England,06/05/2002,20,80,Midfielder,189,72,L
ply658,Kalvin,Phillips,England,02/12/1995,20,4,Midfielder,178,72,R
ply659,,Rodri,Spain,22/06/1996,20,16,Midfielder,191,82,R
ply660,Sergio,Gómez,Spain,04/09/2000,20,21,Midfielder,171,68,L
ply661,Julián,Álvarez,Argentina,31/01/2000,20,19,Forward,170,71,R
ply662,Erling,Haaland,Norway,21/07/2000,20,9,Forward,194,88,L
ply663,Ben,Knight,England,14/06/2002,,,Forward,170,59,L
ply664,Riyad,Mahrez,Algeria,21/02/1991,20,26,Forward,179,67,L
ply665,Richard,Wright,England,05/11/1977,20,,Goalkeeping,189,87,
ply666,,Xabier,Spain,24/05/1970,20,,Goalkeeping,182,82,
ply667,Lorenzo,Buenaventura,Spain,01/01/1963,20,,Fitness,,,
ply668,Ryan,DeFreitas,England,28/10/1986,20,,Game,,,
ply669,Carles,Planchart,Spain,17/12/1965,20,,Video,,,
ply670,Piet,Cremers,Netherlands,27/10/1994,20,,Chief,,,
ply671,Martin,Drury,England,10/04/1986,21,,08/2022,,,
ply672,De,Gea,Spain,07/11/1990,21,1,Goalkeeper,192,82,R
ply673,Martin,Dúbravka,Slovakia,15/01/1989,21,31,Goalkeeper,191,83,R
ply674,Tom,Heaton,England,15/04/1986,21,22,Goalkeeper,188,85,R
ply675,Radek,Vítek,Czech Republic,24/10/2003,21,50,Goalkeeper,198,76,R
ply676,Diogo,Dalot,Portugal,18/03/1999,21,20,Defender,184,77,R
ply677,Tyler,Fredricson,England,23/02/2005,21,80,Defender,,,R
ply678,Phil,Jones,England,21/02/1992,21,4,Defender,185,71,R
ply679,Victor,Lindelöf,Sweden,17/07/1994,21,2,Defender,187,82,R
ply680,Harry,Maguire,England,05/03/1993,21,5,Defender,194,99,R
ply681,Tyrell,Malacia,Netherlands,17/08/1999,21,12,Defender,175,67,L
ply682,Lisandro,Martínez,Argentina,18/01/1998,21,6,Defender,175,77,L
ply683,Teden,Mengi,England,30/04/2002,21,43,Defender,183,78,R
ply684,Luke,Shaw,England,12/07/1995,21,23,Defender,178,75,L
ply685,Axel,Tuanzebe,England,14/11/1997,21,38,Defender,186,81,R
ply686,Raphaël,Varane,France,25/04/1993,21,19,Defender,191,81,R
ply687,Aaron,Wan-Bissaka,England,26/11/1997,21,29,Defender,183,72,R
ply688,Brandon,Williams,England,03/09/2000,21,33,Defender,172,63,R
ply689,Bruno,Fernandes,Portugal,08/09/1994,21,8,Midfielder,179,69,R
ply690,,Casemiro,Brazil,23/02/1992,21,18,Midfielder,185,84,R
ply691,Christian,Eriksen,Denmark,14/02/1992,21,14,Midfielder,182,76,
ply692,,Fred,Brazil,05/03/1993,21,17,Midfielder,169,62,L
ply693,Zidane,Iqbal,Iraq,27/04/2003,,,Midfielder,181,65,R
ply694,Scott,McTominay,Scotland,08/12/1996,21,39,Midfielder,193,88,R
ply695,Facundo,Pellistri,Uruguay,20/12/2001,21,28,Midfielder,174,65,R
ply696,Donny van de,Beek,Netherlands,18/04/1997,21,34,Midfielder,184,76,R
ply697,Alejandro,Garnacho,Argentina,01/07/2004,21,49,Forward,180,80,R
ply698,,Antony,Brazil,24/02/2000,21,21,Forward,172,63,L
ply699,Cristiano,Ronaldo,Portugal,05/02/1985,21,7,Forward,187,83,
ply700,Anthony,Elanga,Sweden,27/04/2002,21,36,Forward,178,65,R
ply701,Mason,Greenwood,England,01/10/2001,21,11,Forward,181,70,
ply702,Anthony,Martial,France,05/12/1995,21,9,Forward,181,76,R
ply703,Charlie,McNeill,England,09/09/2003,,,Forward,182,70,R
ply704,Marcus,Rashford,England,31/10/1997,21,10,Forward,185,70,R
ply705,Jadon,Sancho,England,25/03/2000,21,25,Forward,180,76,R
ply706,Shola,Shoretire,Nigeria,02/02/2004,,,Forward,171,66,R
ply707,Richard,Hartis,England,16/09/1967,21,,Goalkeeping,,,
ply708,Craig,Mawson,England,16/05/1979,21,,Goalkeeping,188,84,
ply709,Richard,Hawkins,England,27/01/1971,21,,Athletic,,,
ply710,Michael,Clegg,England,03/07/1977,21,,Physical,173,73,
ply711,Eric,Ramsay,Wales,14/02/1992,21,,Individual,,,
ply712,Kevin,Keij,Netherlands,29/09/1985,21,,Game,,,
ply713,Luke,Lazenby,England,15/12/1990,21,,Game,,,
ply714,Anthony,Bates,England,15/12/1990,21,,Video,,,
ply715,Stewart,Heppinstall,England,27/12/1989,21,,Video,,,
ply716,Andrew,Meredith,Australia,24/04/1972,21,,Video,,,
ply717,Paul,Brand,Scotland,07/02/1988,21,,Chief,,,
ply718,Gianluigi,Donnarumma,Italy,25/02/1999,22,99,Goalkeeper,196,90,R
ply719,Alexandre,Letellier,France,11/12/1990,22,90,Goalkeeper,193,93,R
ply720,Keylor,Navas,Costa Rica,15/12/1986,22,1,Goalkeeper,185,80,R
ply721,Sergio,Rico,Spain,01/09/1993,22,16,Goalkeeper,195,90,R
ply722,El Chadaïlle,Bitshiabu,France,16/05/2005,22,31,Defender,196,95,L
ply723,Achraf,Hakimi,Morocco,04/11/1998,22,2,Defender,181,73,R
ply724,Juan,Bernat,Spain,01/03/1993,22,14,Defender,170,67,L
ply725,Presnel,Kimpembe,France,13/08/1995,22,3,Defender,189,80,L
ply726,,Marquinhos,Brazil,14/05/1994,22,5,Defender,183,75,R
ply727,Nordi,Mukiele,France,01/11/1997,22,26,Defender,187,84,R
ply728,Nuno,Mendes,Portugal,19/06/2002,22,25,Defender,184,72,L
ply729,Sergio,Ramos,Spain,30/03/1986,22,4,Defender,184,82,R
ply730,Carlos,Soler,Spain,02/01/1997,22,28,Midfielder,180,76,R
ply731,,Danilo,Portugal,09/09/1991,22,15,Midfielder,188,83,R
ply732,Fabián,Ruiz,Spain,03/04/1996,22,8,Midfielder,189,70,L
ply733,Pablo,Sarabia,Spain,11/05/1992,22,19,Midfielder,174,70,L
ply734,Renato,Sanches,Portugal,18/08/1997,22,18,Midfielder,176,70,R
ply735,Marco,Verratti,Italy,05/11/1992,22,6,Midfielder,165,60,R
ply736,,Vitinha,Portugal,13/02/2000,22,17,Midfielder,172,64,R
ply737,Warren,Zaire-Emery,France,08/03/2006,22,33,Midfielder,178,,R
ply738,Hugo,Ekitike,France,20/06/2002,22,44,Forward,189,75,R
ply739,Kylian,Mbappé,France,20/12/1998,22,7,Forward,178,73,R
ply740,Lionel,Messi,Argentina,24/06/1987,22,30,Forward,170,72,L
ply741,,Neymar,Brazil,05/02/1992,22,10,Forward,175,68,R
ply742,Gianluca,Spinelli,Italy,28/10/1966,22,,Goalkeeping,,,
ply743,Janis,Blaswich,Germany,02/05/1991,23,21,Goalkeeper,193,88,R
ply744,Péter,Gulácsi,Hungary,06/05/1990,23,1,Goalkeeper,191,86,R
ply745,Jonas,Nickisch,Germany,21/05/2004,23,34,Goalkeeper,,,
ply746,Oskar,Preil,Germany,14/09/2003,23,,Goalkeeper,,,
ply747,Sanoussy,Ba,Germany,05/01/2004,23,25,Defender,184,,
ply748,Abdou,Diallo,Senegal,04/05/1996,23,37,Defender,186,79,L
ply749,Joško,Gvardiol,Croatia,23/01/2002,23,32,Defender,185,82,L
ply750,Marcel,Halstenberg,Germany,27/09/1991,23,23,Defender,188,87,L
ply751,Benjamin,Henrichs,Germany,23/02/1997,23,39,Defender,183,79,R
ply752,Lukas,Klostermann,Germany,03/06/1996,23,16,Defender,187,88,R
ply753,Willi,Orban,Hungary,03/11/1992,23,4,Defender,186,87,R
ply754,David,Raum,Germany,22/04/1998,23,22,Defender,180,75,L
ply755,Mohamed,Simakan,France,03/05/2000,23,2,Defender,187,82,R
ply756,Dani,Olmo,Spain,07/05/1998,23,7,Midfielder,179,72,R
ply757,Emil,Forsberg,Sweden,23/10/1991,23,10,Midfielder,177,76,R
ply758,Amadou,Haïdara,Mali,31/01/1998,23,8,Midfielder,175,72,R
ply759,Kevin,Kampl,Slovenia,09/10/1990,23,44,Midfielder,178,66,R
ply760,Konrad,Laimer,Austria,27/05/1997,23,27,Midfielder,180,72,R
ply761,Xaver,Schlager,Austria,28/09/1997,23,24,Midfielder,174,76,L
ply762,Dominik,Szoboszlai,Hungary,25/10/2000,23,17,Midfielder,186,74,R
ply763,André,Silva,Portugal,06/11/1995,23,19,Forward,185,84,R
ply764,Hugo,Novoa,Spain,24/01/2003,23,38,Forward,182,70,R
ply765,Christopher,Nkunku,France,14/11/1997,23,18,Forward,175,73,R
ply766,Yussuf,Poulsen,Denmark,15/06/1994,23,9,Forward,192,84,R
ply767,Timo,Werner,Germany,06/03/1996,23,11,Forward,181,75,R
ply768,Frederik,Gößling,Germany,22/09/1977,23,,Goalkeeping,190,88,
ply769,Philipp,Tschauner,Germany,03/11/1985,23,,Goalkeeping,196,100,R
ply770,Daniel,Behlau,Germany,24/08/1988,23,,Athletic,,,
ply771,Ruwen,Faller,Germany,22/07/1980,23,,Athletic,,,
ply772,Kai,Kraft,Germany,02/07/1977,23,,Athletic,,,
ply773,Matthias,Grote,Germany,10/05/1987,23,,Game,,,
ply774,Fabian,Friedrich,Germany,19/10/1985,23,,Chief,,,
ply775,Peter,Schneider,USA,21/04/1984,23,,02/2022,,,
ply776,Philipp,Köhn,Switzerland,02/04/1998,24,18,Goalkeeper,191,75,R
ply777,Nico,Mantl,Germany,06/02/2000,24,1,Goalkeeper,193,88,
ply778,Adam,Stejskal,Czech Republic,28/03/2002,24,40,Goalkeeper,189,,R
ply779,Alexander,Walke,Germany,06/06/1983,24,33,Goalkeeper,189,88,R
ply780,Samson,Baidoo,Austria,31/03/2004,24,6,Defender,187,,R
ply781,,Bernardo,Brazil,14/05/1995,24,95,Defender,186,76,L
ply782,Amar,Dedić,Bosnia-Herzegovina,18/08/2002,24,70,Defender,180,70,R
ply783,Bryan,Okoh,Switzerland,16/05/2003,24,3,Defender,187,77,
ply784,Strahinja,Pavlović,Serbia,24/05/2001,24,31,Defender,194,84,L
ply785,Kamil,Piątkowski,Poland,21/06/2000,24,4,Defender,191,83,R
ply786,Oumar,Solet,France,07/02/2000,24,22,Defender,192,81,R
ply787,Andreas,Ulmer,Austria,30/10/1985,24,17,Defender,175,73,L
ply788,Ignace Van Der,Brempt,Belgium,01/04/2002,24,2,Defender,187,71,R
ply789,Max,Wöber,Austria,04/02/1998,24,39,Defender,188,76,L
ply790,Antoine,Bernède,France,26/05/1999,24,10,Midfielder,177,74,L
ply791,Nicolás,Capaldo,Argentina,14/09/1998,24,7,Midfielder,177,73,R
ply792,Ousmane,Diakité,Mali,25/07/2000,24,,Midfielder,187,87,
ply793,Mamady,Diambou,Mali,11/11/2002,24,15,Midfielder,176,,R
ply794,Youba,Diarra,Mali,24/03/1998,24,24,Midfielder,178,79,R
ply795,Lucas,Gourna-Douath,France,05/08/2003,24,27,Midfielder,185,78,R
ply796,Dijon,Kameri,Austria,20/04/2004,24,8,Midfielder,181,,R
ply797,Maurits,Kjærgaard,Denmark,26/06/2003,24,14,Midfielder,186,70,R
ply798,Justin,Omoregie,Austria,21/09/2003,24,36,Midfielder,,,
ply799,Nicolas,Seiwald,Austria,04/05/2001,24,13,Midfielder,179,70,R
ply800,Luka,Sučić,Croatia,08/09/2002,24,21,Midfielder,185,71,L
ply801,Samson,Tijani,Nigeria,17/05/2002,24,44,Midfielder,170,63,R
ply802,Chikwubuike,Adamu,Austria,06/06/2001,24,9,Forward,182,79,R
ply803,,Fernando,Brazil,01/03/1999,24,11,Forward,176,72,R
ply804,Sékou,Koïta,Mali,28/11/1999,24,20,Forward,173,66,L
ply805,Dominik,Lechner,Austria,01/04/2005,24,14,Forward,,,
ply806,Noah,Okafor,Switzerland,24/05/2000,24,77,Forward,185,85,R
ply807,Benjamin,Šeško,Slovenia,31/05/2003,24,30,Forward,193,77,R
ply808,Roko,Šimić,Croatia,10/09/2003,24,23,Forward,190,,R
ply809,Herbert,Ilsanker,Austria,24/05/1967,24,,Goalkeeping,195,90,R
ply810,Michael,Berktold,Austria,30/09/1980,24,,Athletic,,,
ply811,Thibaut,Courtois,Belgium,11/05/1992,25,1,Goalkeeper,200,96,L
ply812,Diego,Piñeiro,Spain,13/02/2004,25,38,Goalkeeper,183,69,
ply813,Lucas,Cañizares,Spain,10/05/2002,25,30,Goalkeeper,187,81,R
ply814,Luis,López,Spain,08/05/2001,25,26,Goalkeeper,193,84,L
ply815,Andriy,Lunin,Ukraine,11/02/1999,25,13,Goalkeeper,191,84,R
ply816,David,Alaba,Austria,24/06/1992,25,4,Defender,180,78,L
ply817,Álvaro,Odriozola,Spain,14/12/1995,25,16,Defender,176,66,R
ply818,Dani,Carvajal,Spain,11/01/1992,25,2,Defender,173,74,R
ply819,Eder,Militão,Brazil,18/01/1998,25,3,Defender,186,78,R
ply820,Jesús,Vallejo,Spain,05/01/1997,25,5,Defender,184,79,R
ply821,Ferland,Mendy,France,08/06/1995,25,23,Defender,180,73,L
ply822,,Nacho,Spain,18/01/1990,25,6,Defender,180,76,R
ply823,Rafa,Marín,Spain,19/05/2002,,3,Defender,191,76,R
ply824,Antonio,Rüdiger,Germany,03/03/1993,25,22,Defender,190,85,R
ply825,Eduardo,Camavinga,France,10/11/2002,25,12,Midfielder,182,68,L
ply826,Dani,Ceballos,Spain,07/08/1996,25,19,Midfielder,179,71,R
ply827,Toni,Kroos,Germany,04/01/1990,25,8,Midfielder,183,76,R
ply828,Luka,Modrić,Croatia,09/09/1985,25,10,Midfielder,172,66,
ply829,Aurélien,Tchouaméni,France,27/01/2000,25,18,Midfielder,188,81,R
ply830,Federico,Valverde,Uruguay,22/07/1998,25,15,Midfielder,182,78,R
ply831,Karim,Benzema,France,19/12/1987,25,9,Forward,185,81,R
ply832,Eden,Hazard,Belgium,07/01/1991,25,7,Forward,175,74,R
ply833,Lucas,Vázquez,Spain,01/07/1991,25,17,Forward,173,71,R
ply834,Marco,Asensio,Spain,21/01/1996,25,11,Forward,182,76,L
ply835,,Mariano,Dom. Republic,01/08/1993,25,24,Forward,180,76,R
ply836,,Rodrygo,Brazil,09/01/2001,25,21,Forward,174,64,R
ply837,Vinícius,Júnior,Brazil,12/07/2000,25,20,Forward,176,73,R
ply838,Lluís,Llopis,Spain,26/11/1964,25,,Goalkeeping,,,
ply839,Antonio,Pintus,Italy,26/09/1962,25,,Athletic,,,
ply840,Alberto,Flores,Spain,10/11/2003,26,31,Goalkeeper,186,,
ply841,,Bono,Morocco,05/04/1991,26,13,Goalkeeper,192,78,L
ply842,Marko,Dmitrović,Serbia,24/01/1992,26,1,Goalkeeper,189,94,L
ply843,Marcos,Acuña,Argentina,28/10/1991,26,19,Defender,172,69,L
ply844,Alex,Telles,Brazil,15/12/1992,26,3,Defender,181,71,L
ply845,Jesús,Navas,Spain,21/11/1985,26,16,Defender,172,60,R
ply846,José,Ángel,Spain,29/01/2002,26,30,Defender,184,80,R
ply847,Kike,Salas,Spain,23/04/2002,26,29,Defender,186,,L
ply848,,Marcão,Brazil,05/06/1996,26,23,Defender,185,80,L
ply849,Gonzalo,Montiel,Argentina,01/01/1997,26,2,Defender,176,70,R
ply850,Tanguy,Nianzou,France,07/06/2002,26,14,Defender,191,85,R
ply851,Pablo,Pérez,Spain,18/08/2001,26,26,Defender,174,70,L
ply852,Karim,Rekik,Netherlands,02/12/1994,26,4,Defender,186,84,L
ply853,Thomas,Delaney,Denmark,03/09/1991,26,18,Midfielder,182,79,L
ply854,,Fernando,Brazil,25/07/1987,26,20,Midfielder,183,70,R
ply1,Sebastiano,Desplanches,Italy,11/03/2003,1,91,Goalkeeper,188,78,L
ply2,Andreas,Jungdal,Denmark,22/02/2002,1,96,Goalkeeper,195,82,R
ply3,Mike,Maignan,France,03/07/1995,1,16,Goalkeeper,191,80,R
ply4,Antonio,Mirante,Italy,08/07/1983,1,83,Goalkeeper,193,79,R
ply5,Lapo,Nava,Italy,22/01/2004,1,92,Goalkeeper,189,70,R
ply6,Ciprian,Tătăruşanu,Romania,09/02/1986,1,1,Goalkeeper,198,90,R
ply7,Fodé,Ballo-Touré,Senegal,03/01/1997,1,5,Defender,182,70,L
